path	line	reason	rule	text
tests/playwright.config.ts	678	phase-ref-deferred	phase-ref	see phase 138
tests/playwright.config.ts	699	phase-ref-deferred	phase-ref	see phase 117
tests/playwright.config.ts	701	spike-ref-deferred	spike-ref	see spike 024
tests/playwright.config.ts	713	phase-ref-deferred	phase-ref	see phase 121
tests/playwright.config.ts	726	phase-ref-deferred	phase-ref	see phase 121
tests/playwright.config.ts	745	phase-ref-deferred	phase-ref	see phase 130
tests/playwright.config.ts	760	phase-ref-deferred	phase-ref	see phase 130
tests/playwright.config.ts	796	phase-ref-deferred	phase-ref	see phase 119
tests/playwright.config.ts	796	phase-ref-deferred	phase-ref	see phase 136
tests/playwright.config.ts	801	phase-ref-deferred	phase-ref	see phase 136
tests/playwright.config.ts	856	phase-ref-deferred	phase-ref	see phase 138
tests/playwright.config.ts	866	unstrippable-section-anchor	section-anchor-alpha	§ Decision
tests/playwright.config.ts	878	unstrippable-section-anchor	section-anchor-alpha	§ For
tests/playwright.config.ts	895	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	929	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	956	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	983	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1010	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1037	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1064	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1091	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1132	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1180	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1220	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1248	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1277	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1318	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1344	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1365	phase-ref-deferred	phase-ref	see phase 120
tests/playwright.config.ts	1375	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1402	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1429	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1456	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1483	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1510	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1538	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1567	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1598	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1631	phase-ref-deferred	phase-ref	see phase 140
tests/playwright.config.ts	1665	phase-ref-deferred	phase-ref	see phase 140
tests/eslint.config.mjs	7	phase-ref-deferred	phase-ref	see phase 138
tests/tests/utils/axeScan.ts	4	attributive-reference	phase-ref	phase 147
tests/tests/utils/axeScan.ts	181	phase-ref-deferred	phase-ref	phase 147
tests/tests/utils/axeScan.ts	290	attributive-reference	phase-ref	phase 147
tests/tests/utils/axeScan.ts	303	unstrippable-section-anchor	section-anchor-alpha	§
tests/tests/utils/multiChoice.ts	5	phase-ref-deferred	phase-ref	see phase 135
tests/tests/utils/multiChoice.ts	7	phase-ref-deferred	phase-ref	see phase 135
tests/tests/utils/multiChoice.ts	10	phase-ref-deferred	phase-ref	see phase 135
tests/tests/utils/preflight.test.ts	12	phase-ref-deferred	phase-ref	see phase 137
tests/tests/utils/rawKeyScan.ts	45	attributive-reference	phase-ref	phase 147
tests/tests/utils/rawKeyScan.ts	52	unstrippable-section-anchor	section-anchor-alpha	§
tests/tests/utils/rawKeyScan.ts	326	unstrippable-section-anchor	section-anchor-alpha	§
tests/tests/utils/rawKeyScan.ts	343	phase-ref-deferred	phase-ref	phase 147
tests/tests/utils/selectElection.ts	28	attributive-reference	phase-ref	phase 136
tests/tests/utils/selectElection.ts	28	phase-ref-deferred	phase-ref	phase 145
tests/tests/utils/supabaseAdminClient.ts	257	phase-ref-deferred	phase-ref	see phase 140
tests/tests/utils/testCredentials.ts	12	phase-ref-deferred	phase-ref	see phase 136
tests/tests/utils/testCredentials.ts	14	phase-ref-deferred	phase-ref	see phase 89
tests/tests/utils/testIds.ts	110	phase-ref-deferred	phase-ref	see phase 140
tests/tests/utils/testIds.ts	209	phase-ref-deferred	phase-ref	see phase 130
tests/tests/utils/testIds.ts	337	phase-ref-deferred	phase-ref	see phase 117
tests/tests/utils/voterNavigation.ts	49	phase-ref-deferred	phase-ref	see phase 138
tests/tests/utils/voterNavigation.ts	54	phase-ref-deferred	phase-ref	see phase 138
tests/tests/utils/voterNavigation.ts	72	phase-ref-deferred	phase-ref	see phase 138
tests/tests/support/preflight.ts	6	phase-ref-deferred	phase-ref	see phase 137
tests/tests/support/preflight.ts	129	phase-ref-deferred	phase-ref	see phase 138
tests/tests/support/preflight.ts	140	phase-ref-deferred	phase-ref	see phase 138
tests/tests/specs/voter/cold-entry-dataroot.spec.ts	2	phase-ref-deferred	phase-ref	see phase 117
tests/tests/specs/voter/cold-entry-dataroot.spec.ts	4	spike-ref-deferred	spike-ref	see spike 024
tests/tests/specs/voter/eperm07-term-trigger.spec.ts	2	phase-ref-deferred	phase-ref	see phase 138
tests/tests/specs/voter/eperm07-term-trigger.spec.ts	57	phase-ref-deferred	phase-ref	see phase 138
tests/tests/specs/voter/eperm07-term-trigger.spec.ts	85	phase-ref-deferred	phase-ref	see phase 138
tests/tests/specs/voter/eperm07-term-trigger.spec.ts	167	phase-ref-deferred	phase-ref	see phase 138
tests/tests/specs/voter/eperm07-term-trigger.spec.ts	198	phase-ref-deferred	phase-ref	see phase 138
tests/tests/specs/voter/voter-alliance.spec.ts	11	phase-ref-deferred	phase-ref	see phase 121
tests/tests/specs/voter/voter-alliance.spec.ts	47	not-a-comment-span	task-id	EFLOW-02
tests/tests/specs/voter/voter-alliance.spec.ts	47	not-a-comment-span	task-id	EPERM-03
tests/tests/specs/voter/voter-alliance.spec.ts	60	not-a-comment-span	task-id	EPERM-03
tests/tests/specs/voter/voter-alliance.spec.ts	116	not-a-comment-span	task-id	EPERM-04
tests/tests/specs/voter/voter-alliance.spec.ts	136	not-a-comment-span	task-id	EFLOW-02
tests/tests/specs/voter/voter-journey-mobile.spec.ts	12	phase-ref-deferred	phase-ref	see phase 121
tests/tests/specs/voter/voter-journey-mobile.spec.ts	48	phase-ref-deferred	phase-ref	see phase 121
tests/tests/specs/voter/voter-journey-mobile.spec.ts	51	not-a-comment-span	task-id	EFLOW-11
tests/tests/specs/voter/voter-journey.spec.ts	201	phase-ref-deferred	phase-ref	see phase 138
tests/tests/specs/voter/voter-journey.spec.ts	217	phase-ref-deferred	phase-ref	see phase 138
tests/tests/specs/voter/voter-journey.spec.ts	325	phase-ref-deferred	phase-ref	see phase 129
tests/tests/specs/voter/voter-journey.spec.ts	349	phase-ref-deferred	phase-ref	see phase 129
tests/tests/specs/voter/voter-journey.spec.ts	398	phase-ref-deferred	phase-ref	see phase 135
tests/tests/specs/voter/voter-journey.spec.ts	401	phase-ref-deferred	phase-ref	see phase 134
tests/tests/specs/voter/voter-journey.spec.ts	887	phase-ref-deferred	phase-ref	see phase 119
tests/tests/specs/voter/voter-journey.spec.ts	894	not-a-comment-span	task-id	EPERM-07
tests/tests/specs/voter/voter-journey.spec.ts	903	phase-ref-deferred	phase-ref	see phase 138
tests/tests/specs/voter/voter-journey.spec.ts	928	phase-ref-deferred	phase-ref	see phase 121
tests/tests/specs/voter/voter-journey.spec.ts	942	phase-ref-deferred	phase-ref	see phase 129
tests/tests/specs/voter/voter-journey.spec.ts	942	phase-ref-deferred	phase-ref	see phase 135
tests/tests/specs/voter/voter-journey.spec.ts	966	phase-ref-deferred	phase-ref	see phase 129
tests/tests/specs/voter/voter-journey.spec.ts	967	phase-ref-deferred	phase-ref	see phase 135
tests/tests/specs/voter/voter-journey.spec.ts	1215	phase-ref-deferred	phase-ref	see phase 129
tests/tests/specs/voter/voter-journey.spec.ts	1347	phase-ref-deferred	phase-ref	see phase 129
tests/tests/specs/voter/voter-journey.spec.ts	1402	phase-ref-deferred	phase-ref	see phase 129
tests/tests/specs/voter/voter-journey.spec.ts	1436	phase-ref-deferred	phase-ref	see phase 121
tests/tests/specs/voter/voter-journey.spec.ts	1673	not-a-comment-span	task-id	EFLOW-01
tests/tests/specs/voter/voter-journey.spec.ts	1814	not-a-comment-span	task-id	EQTYP-02
tests/tests/specs/voter/voter-nominations.spec.ts	29	not-a-comment-span	task-id	UNBLK-04
tests/tests/specs/voter/voter-prefs-tracking.spec.ts	8	phase-ref-deferred	phase-ref	see phase 119
tests/tests/specs/voter/voter-prefs-tracking.spec.ts	148	not-a-comment-span	task-id	EFLOW-08
tests/tests/specs/visual/visual-regression.spec.ts	29	attributive-reference	phase-ref	phase 137
tests/tests/specs/visual/visual-regression.spec.ts	48	milestone-version	milestone-ver	v1.2
tests/tests/specs/visual/visual-regression.spec.ts	49	phase-ref-deferred	phase-ref	phase 136
tests/tests/specs/visual/visual-regression.spec.ts	75	phase-ref-deferred	phase-ref	phase 146
tests/tests/specs/visual/visual-regression.spec.ts	84	milestone-version	milestone-ver	v1.58
tests/tests/specs/visual/visual-regression.spec.ts	84	attributive-reference	phase-ref	phase 146
tests/tests/specs/visual/visual-regression.spec.ts	84	unstrippable-section-anchor	section-anchor-alpha	§ N-2
tests/tests/specs/visual/visual-regression.spec.ts	113	phase-ref-deferred	phase-ref	phase 146
tests/tests/specs/visual/visual-regression.spec.ts	135	attributive-reference	phase-ref	phase 146
tests/tests/specs/visual/visual-regression.spec.ts	135	unstrippable-section-anchor	section-anchor-alpha	§ N-2
tests/tests/specs/visual/visual-regression.spec.ts	144	unstrippable-section-anchor	section-anchor-alpha	§ N-6
tests/tests/specs/visual/visual-regression.spec.ts	160	not-a-comment-span	task-id	VGATE-05
tests/tests/specs/perm/perm-access-disable.spec.ts	40	not-a-comment-span	task-id	EPERM-11
tests/tests/specs/perm/perm-hide-category-tags.spec.ts	40	phase-ref-deferred	phase-ref	see phase 140
tests/tests/specs/perm/perm-hide-category-tags.spec.ts	50	not-a-comment-span	task-id	ASSERT-05
tests/tests/specs/perm/perm-hide-election-tags.spec.ts	40	phase-ref-deferred	phase-ref	see phase 140
tests/tests/specs/perm/perm-hide-election-tags.spec.ts	50	not-a-comment-span	task-id	ASSERT-05
tests/tests/specs/perm/perm-interactive-info.spec.ts	67	not-a-comment-span	task-id	EPERM-07
tests/tests/specs/perm/perm-localisation-positive.spec.ts	468	not-a-comment-span	task-id	EFLOW-06
tests/tests/specs/perm/perm-org-matching.spec.ts	52	not-a-comment-span	task-id	EPERM-10
tests/tests/specs/perm/perm-show-feedback-survey.spec.ts	4	phase-ref-deferred	phase-ref	see phase 120
tests/tests/specs/perm/perm-show-feedback-survey.spec.ts	49	not-a-comment-span	task-id	EPERM-09
tests/tests/specs/perf/performance-budget.spec.ts	8	phase-ref-deferred	phase-ref	see phase 136
tests/tests/specs/perf/performance-budget.spec.ts	55	phase-ref-deferred	phase-ref	phase 151
tests/tests/specs/candidate/candidate-bank-auth-journey.spec.ts	141	phase-ref-deferred	phase-ref	see phase 140
tests/tests/specs/candidate/candidate-bank-auth-journey.spec.ts	148	phase-ref-deferred	phase-ref	see phase 140
tests/tests/specs/candidate/candidate-bank-auth.spec.ts	11	phase-ref-deferred	phase-ref	see phase 122
tests/tests/specs/candidate/candidate-bank-auth.spec.ts	167	not-a-comment-span	task-id	EFLOW-10
tests/tests/specs/candidate/candidate-journey.spec.ts	208	phase-ref-deferred	phase-ref	see phase 129
tests/tests/specs/candidate/candidate-journey.spec.ts	412	not-a-comment-span	task-id	EFLOW-09
tests/tests/specs/candidate/candidate-journey.spec.ts	586	phase-ref-deferred	phase-ref	see phase 129
tests/tests/specs/candidate/candidate-journey.spec.ts	705	phase-ref-deferred	phase-ref	see phase 131
tests/tests/specs/candidate/candidate-journey.spec.ts	705	phase-ref-deferred	phase-ref	see phase 132
tests/tests/specs/candidate/candidate-journey.spec.ts	811	not-a-comment-span	task-id	EQTYP-01
tests/tests/specs/candidate/candidate-journey.spec.ts	964	not-a-comment-span	task-id	EFLOW-09
tests/tests/specs/a11y/a11y-smoke.spec.ts	72	unstrippable-section-anchor	section-anchor-alpha	§
tests/tests/specs/a11y/a11y-smoke.spec.ts	129	attributive-reference	phase-ref	phase 147
tests/tests/specs/a11y/a11y-smoke.spec.ts	213	milestone-version	milestone-ver	v2.14
tests/tests/specs/_probes/defaultTemplateResults.probe.spec.ts	4	phase-ref-deferred	phase-ref	Phase 145
tests/tests/specs/_probes/defaultTemplateResults.probe.spec.ts	14	phase-ref-deferred	phase-ref	Phase 145
tests/tests/specs/_probes/defaultTemplateResults.probe.spec.ts	25	phase-ref-deferred	phase-ref	Phase 145
tests/tests/specs/_probes/defaultTemplateResults.probe.spec.ts	63	phase-ref-deferred	phase-ref	Phase 145
tests/tests/specs/_probes/defaultTemplateResults.probe.spec.ts	78	phase-ref-deferred	phase-ref	Phase 145
tests/tests/specs/_probes/defaultTemplateResults.probe.spec.ts	133	not-a-comment-span	task-id	TMPL-03
tests/tests/setup/shared/assertTeardown.ts	3	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/assertTeardown.ts	8	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/assertTeardown.ts	20	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/assertTeardown.ts	24	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/assertTeardown.ts	43	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/assertTeardown.ts	79	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/assertTeardown.ts	91	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/assertTeardown.ts	107	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/assertTeardown.ts	124	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/assertTeardown.ts	130	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/assertTeardown.ts	148	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/base.setup.ts	28	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/base.teardown.ts	11	phase-ref-deferred	phase-ref	see phase 136
tests/tests/setup/shared/base.teardown.ts	23	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/setupFromTemplate.ts	184	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/setupFromTemplate.ts	199	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/shared/setupFromTemplate.ts	283	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/perm/perm-show-feedback-survey.setup.ts	8	phase-ref-deferred	phase-ref	see phase 120
tests/tests/setup/perm/perm-show-feedback-survey.setup.ts	9	phase-ref-deferred	phase-ref	see phase 119
tests/tests/setup/perm/perm-show-feedback-survey.teardown.ts	8	phase-ref-deferred	phase-ref	see phase 120
tests/tests/setup/candidate/bank-auth-journey.setup.ts	11	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/candidate/bank-auth-journey.setup.ts	18	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/candidate/bank-auth-journey.setup.ts	34	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/candidate/bank-auth-journey.setup.ts	64	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/candidate/bank-auth-journey.setup.ts	75	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/candidate/bank-auth-journey.setup.ts	86	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/candidate/bank-auth-journey.teardown.ts	7	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/candidate/bank-auth-journey.teardown.ts	36	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/candidate/bank-auth-journey.teardown.ts	54	phase-ref-deferred	phase-ref	see phase 140
tests/tests/setup/candidate/bank-auth-journey.teardown.ts	58	phase-ref-deferred	phase-ref	see phase 140
tests/tests/helpers/navigation.ts	5	phase-ref-deferred	phase-ref	see phase 138
tests/tests/helpers/navigation.ts	18	phase-ref-deferred	phase-ref	see phase 138
tests/tests/helpers/navigation.ts	45	phase-ref-deferred	phase-ref	see phase 138
tests/tests/helpers/navigation.ts	77	phase-ref-deferred	phase-ref	see phase 138
tests/tests/helpers/navigation.ts	121	phase-ref-deferred	phase-ref	see phase 138
tests/tests/helpers/navigation.ts	179	phase-ref-deferred	phase-ref	see phase 138
tests/tests/helpers/navigation.ts	181	phase-ref-deferred	phase-ref	see phase 138
tests/tests/helpers/navigation.ts	202	phase-ref-deferred	phase-ref	see phase 138
tests/tests/helpers/navigation.ts	294	phase-ref-deferred	phase-ref	see phase 138
tests/tests/fixtures/voter/questionInfo.fixture.ts	136	phase-ref-deferred	phase-ref	see phase 120
tests/tests/fixtures/voter/views.ts	93	milestone-version	milestone-ver	v2.14
tests/tests/fixtures/voter/views.ts	94	milestone-version	milestone-ver	v2.15
tests/tests/fixtures/voter/voter-journey.fixture.ts	114	attributive-reference	phase-ref	phase 146
tests/tests/fixtures/voter/voter-journey.fixture.ts	150	not-a-comment-span	artifact-path	.planning/debug/answer-surface-wait-timeout.md.'
tests/tests/fixtures/voter/voter-journey.fixture.ts	293	phase-ref-deferred	phase-ref	see phase 120
tests/tests/fixtures/voter/voter-journey.fixture.ts	334	phase-ref-deferred	phase-ref	see phase 135
tests/tests/fixtures/voter/voter-journey.fixture.ts	453	phase-ref-deferred	phase-ref	see phase 136
tests/tests/fixtures/voter/voter-journey.fixture.ts	520	phase-ref-deferred	phase-ref	see phase 135
tests/tests/fixtures/voter/voterQuestionsPage.fixture.ts	54	phase-ref-deferred	phase-ref	see phase 120
tests/tests/fixtures/shared/forensicCapture.fixture.ts	2	phase-ref-deferred	phase-ref	see phase 138
tests/tests/fixtures/shared/forensicCapture.fixture.ts	17	phase-ref-deferred	phase-ref	see phase 138
tests/tests/fixtures/shared/forensicCapture.fixture.ts	43	milestone-version	milestone-ver	v2.14
tests/tests/fixtures/shared/forensicCapture.fixture.ts	44	milestone-version	milestone-ver	v2.15
tests/tests/fixtures/shared/theme.fixture.ts	19	phase-ref-deferred	phase-ref	see phase 121
tests/tests/fixtures/candidate/candidatePreregisterPage.fixture.ts	66	phase-ref-deferred	phase-ref	see phase 140
tests/tests/fixtures/candidate/candidatePreregisterPage.fixture.ts	110	phase-ref-deferred	phase-ref	see phase 140
tests/tests/fixtures/candidate/candidatePreregisterPage.fixture.ts	148	phase-ref-deferred	phase-ref	see phase 140
tests/tests/fixtures/candidate/candidateQuestionPage.fixture.ts	88	phase-ref-deferred	phase-ref	see phase 129
tests/tests/fixtures/candidate/candidateQuestionPage.fixture.ts	121	phase-ref-deferred	phase-ref	see phase 135
tests/scripts/tcp-forward.mjs	17	milestone-version	milestone-ver	v1.58
tests/scripts/tcp-forward.mjs	18	phase-ref-deferred	phase-ref	phase 146
tests/scripts/tcp-forward.mjs	19	milestone-version	milestone-ver	v2.14
tests/scripts/tcp-forward.mjs	23	phase-ref-deferred	phase-ref	phase 146
tests/scripts/tcp-forward.mjs	23	milestone-version	milestone-ver	v2.14
tests/scripts/tcp-forward.mjs	199	phase-ref-deferred	phase-ref	phase 146
tests/scripts/tcp-forward.mjs	344	milestone-version	milestone-ver	v2.14
tests/scripts/tcp-forward.mjs	347	phase-ref-deferred	phase-ref	phase 146
tests/scripts/determinism-batch.sh	5	phase-ref-deferred	phase-ref	see phase 138
tests/scripts/determinism-batch.sh	92	milestone-version	milestone-ver	v2.15
tests/scripts/determinism-batch.sh	97	not-a-comment-span	task-id	EPERM-07
tests/scripts/determinism-batch.sh	225	not-a-comment-span	artifact-path	138-DETERMINISM-LEDGER.md
tests/scripts/determinism-batch.sh	266	not-a-comment-span	task-id	INTEG-02
tests/scripts/determinism-batch.sh	312	not-a-comment-span	artifact-path	138-NEGATIVE-CONTROL.md
tests/scripts/determinism-batch.sh	321	not-a-comment-span	task-id	EPERM-07
tests/scripts/determinism-batch.sh	549	not-a-comment-span	task-id	EPERM-07
tests/scripts/e2e-run.sh	4	phase-ref-deferred	phase-ref	see phase 138
tests/scripts/e2e-run.sh	335	phase-ref-deferred	phase-ref	see phase 137
tests/scripts/visual-container.sh	4	phase-ref-deferred	phase-ref	see phase 146
tests/scripts/visual-container.sh	9	attributive-reference	phase-ref	phase 137
tests/scripts/visual-container.sh	10	phase-ref-deferred	phase-ref	Phase 146
tests/scripts/visual-container.sh	30	attributive-reference	phase-ref	phase 146
tests/scripts/visual-container.sh	115	phase-ref-deferred	phase-ref	phase 146
tests/scripts/visual-container.sh	137	attributive-reference	phase-ref	phase 146
tests/scripts/visual-container.sh	138	milestone-version	milestone-ver	v2.14
tests/scripts/visual-container.sh	505	not-a-comment-span	decision-id-bare	D-11
tests/scripts/visual-container.sh	587	milestone-version	milestone-ver	v2.14
packages/supabase-types/src/column-map.ts	64	phase-ref-deferred	phase-ref	see phase 10
packages/supabase-types/src/column-map.ts	68	phase-ref-deferred	phase-ref	see phase 22
packages/question-info/tests/questionTypes.test.ts	110	phase-ref-deferred	phase-ref	Phase 142
packages/question-info/src/core/infoGeneration.ts	101	phase-ref-deferred	phase-ref	Phase 142
packages/question-info/src/core/infoGeneration.ts	148	todo-class	todo-class	TODO
packages/matching/src/distance/metric.ts	220	todo-class	todo-class	TODO
packages/llm/src/llm-providers/llmProvider.ts	16	todo-class	todo-class	TODO
packages/llm/src/llm-providers/llmProvider.ts	17	todo-class	todo-class	TODO
packages/llm/src/llm-providers/llmProvider.ts	18	todo-class	todo-class	TODO
packages/llm/src/llm-providers/llmProvider.ts	19	todo-class	todo-class	TODO
packages/llm/src/llm-providers/llmProvider.ts	20	todo-class	todo-class	TODO
packages/llm/src/llm-providers/llmProvider.ts	69	todo-class	todo-class	TODO
packages/llm/src/llm-providers/llmProvider.ts	100	todo-class	todo-class	TODO
packages/llm/src/llm-providers/llmProvider.ts	167	todo-class	todo-class	TODO
packages/llm/src/llm-providers/llmProvider.ts	205	todo-class	todo-class	TODO
packages/llm/src/llm-providers/llmProvider.ts	214	todo-class	todo-class	TODO
packages/llm/src/llm-providers/provider.types.ts	18	todo-class	todo-class	TODO
packages/dev-seed/tests/assertKnownRowProps.builtins.test.ts	2	phase-ref-deferred	phase-ref	Phase 144
packages/dev-seed/tests/assertKnownRowProps.test.ts	2	phase-ref-deferred	phase-ref	Phase 144
packages/dev-seed/tests/assertKnownRowProps.test.ts	54	not-a-comment-span	task-id	TMPL-02
packages/dev-seed/tests/assertKnownRowProps.test.ts	251	not-a-comment-span	decision-id-bare	D-09
packages/dev-seed/tests/assets.test.ts	25	not-a-comment-span	task-id	GEN-10
packages/dev-seed/tests/ciTypecheckGate.test.ts	24	phase-ref-deferred	phase-ref	Phase 144
packages/dev-seed/tests/ciTypecheckGate.test.ts	81	phase-ref-deferred	phase-ref	Phase 147
packages/dev-seed/tests/ciTypecheckGate.test.ts	90	phase-ref-deferred	phase-ref	Phase 152
packages/dev-seed/tests/ciTypecheckGate.test.ts	102	phase-ref-deferred	phase-ref	Phase 147
packages/dev-seed/tests/determinism.test.ts	19	not-a-comment-span	task-id	TMPL-08
packages/dev-seed/tests/determinism.test.ts	41	phase-ref-deferred	phase-ref	see phase 58
packages/dev-seed/tests/determinism.test.ts	49	phase-ref-deferred	phase-ref	see phase 56
packages/dev-seed/tests/determinism.test.ts	54	phase-ref-deferred	phase-ref	see phase 56
packages/dev-seed/tests/locales.test.ts	19	not-a-comment-span	task-id	TMPL-07
packages/dev-seed/tests/pipeline.test.ts	18	phase-ref-deferred	phase-ref	see phase 56
packages/dev-seed/tests/pipeline.test.ts	25	phase-ref-deferred	phase-ref	see phase 56
packages/dev-seed/tests/pipeline.test.ts	41	not-a-comment-span	task-id	TMPL-02
packages/dev-seed/tests/pipeline.test.ts	103	phase-ref-deferred	phase-ref	see phase 56
packages/dev-seed/tests/pipeline.test.ts	218	phase-ref-deferred	phase-ref	see phase 56
packages/dev-seed/tests/pipeline.test.ts	223	not-a-comment-span	task-id	GEN-08
packages/dev-seed/tests/resolveAppSettingsExternalIds.test.ts	3	phase-ref-deferred	phase-ref	see phase 88
packages/dev-seed/tests/supabaseAdminClient.test.ts	2	phase-ref-deferred	phase-ref	see phase 58
packages/dev-seed/tests/template.test.ts	22	not-a-comment-span	task-id	TMPL-02
packages/dev-seed/tests/template.test.ts	27	not-a-comment-span	task-id	TMPL-09
packages/dev-seed/tests/template.test.ts	31	not-a-comment-span	task-id	TMPL-09
packages/dev-seed/tests/template.test.ts	35	not-a-comment-span	task-id	TMPL-09
packages/dev-seed/tests/template.test.ts	77	phase-ref-deferred	phase-ref	see phase 58
packages/dev-seed/tests/template.test.ts	79	not-a-comment-span	task-id	TMPL-07
packages/dev-seed/tests/template.test.ts	84	not-a-comment-span	task-id	TMPL-07
